air density, distance, max velocity, distance, max velocity...
1,0,100,182.88,18.299,243.84,100,365.76,18.94,472.44,100,594.36,14.67,640.08,100,1493.52,20.17,1554.48,100,1645.92,18.62,1722.12,100,1920.24,18.94,1981.2,13.39,1706.88,100,2286,28.93,2438.4,100,2606.04,13.83,2667,100,3002.28,18.94,3048,100,3215.64,19.56,3352.8,100,3688.08,14.25,3749.04,16.58,3810,19.86,3855.72,100,4099.56,100
